timestamp,stress_level,sleep_hours,workload,fatigue_level,mood_score,physical_activity_minutes,caffeine_intake_mg,social_interactions,anxiety_level,stress_level_rolling7,sleep_hours_rolling7,fatigue_level_rolling7,workload_rolling7,anxiety_level_rolling7,burnout_risk
2022-09-16 00:00:00,10.0,6.0,2.0,6.0,5.0,77.26,497.64,0.0,2.0,6.0,6.0,5.0,2.0,6.0,0
2022-09-17 00:00:00,8.0,4.0,9.0,6.0,5.0,12.79,353.13,2.0,10.0,6.0,6.0,7.0,3.0,6.0,0
2022-09-18 00:00:00,2.0,5.0,2.0,1.0,3.0,55.57,233.35,1.0,10.0,5.0,6.0,6.0,4.0,6.0,0
2022-09-19 00:00:00,6.0,7.0,4.0,6.0,8.0,57.41,317.95,7.0,5.0,4.0,4.0,6.0,6.0,8.0,0
2022-09-20 00:00:00,2.0,6.0,7.0,8.0,3.0,112.19,17.75,5.0,6.0,4.0,4.0,6.0,5.0,6.0,1
2022-09-21 00:00:00,9.0,4.0,6.0,3.0,2.0,7.24,112.39,9.0,3.0,6.0,5.0,3.0,5.0,6.0,1
2022-09-22 00:00:00,7.0,8.0,2.0,8.0,3.0,71.24,62.19,10.0,9.0,5.0,6.0,7.0,4.0,6.0,0
2022-09-23 00:00:00,8.0,3.0,6.0,9.0,3.0,18.07,371.07,10.0,10.0,5.0,4.0,5.0,4.0,9.0,1
2022-09-24 00:00:00,0.0,9.0,4.0,3.0,8.0,30.7,182.99,7.0,4.0,6.0,4.0,7.0,4.0,7.0,0
2022-09-25 00:00:00,10.0,9.0,1.0,4.0,4.0,93.77,276.01,1.0,5.0,5.0,7.0,7.0,5.0,6.0,0
2022-09-26 00:00:00,3.0,5.0,7.0,5.0,2.0,27.84,160.77,10.0,4.0,6.0,6.0,6.0,5.0,6.0,0
2022-09-27 00:00:00,7.0,7.0,9.0,4.0,9.0,40.41,241.97,5.0,3.0,7.0,4.0,5.0,5.0,5.0,0
2022-09-28 00:00:00,3.0,6.0,7.0,10.0,5.0,73.66,143.54,6.0,7.0,6.0,7.0,6.0,6.0,7.0,1
2022-09-29 00:00:00,10.0,4.0,7.0,1.0,4.0,44.41,144.71,7.0,7.0,8.0,6.0,4.0,6.0,6.0,1
2022-09-30 00:00:00,0.0,6.0,3.0,6.0,8.0,11.98,80.12,8.0,6.0,5.0,5.0,5.0,5.0,6.0,0
2022-10-01 00:00:00,3.0,8.0,5.0,9.0,8.0,26.15,320.84,4.0,5.0,7.0,5.0,6.0,6.0,5.0,0
2022-10-02 00:00:00,2.0,7.0,3.0,5.0,7.0,119.23,433.84,10.0,1.0,3.0,6.0,7.0,5.0,6.0,0
2022-10-03 00:00:00,8.0,4.0,6.0,10.0,8.0,17.71,319.52,2.0,10.0,7.0,6.0,8.0,6.0,8.0,1
2022-10-04 00:00:00,5.0,9.0,5.0,7.0,5.0,25.16,41.69,1.0,7.0,6.0,7.0,6.0,5.0,6.0,0
2022-10-05 00:00:00,9.0,7.0,7.0,6.0,4.0,51.75,312.08,7.0,9.0,7.0,6.0,8.0,6.0,8.0,0
2022-10-06 00:00:00,8.0,9.0,2.0,7.0,7.0,50.17,392.77,0.0,7.0,5.0,5.0,5.0,4.0,6.0,0
2022-10-07 00:00:00,1.0,7.0,9.0,4.0,1.0,35.88,292.3,9.0,9.0,6.0,6.0,7.0,4.0,5.0,1
2022-10-08 00:00:00,4.0,7.0,3.0,6.0,6.0,110.95,175.35,5.0,8.0,4.0,6.0,5.0,5.0,9.0,0
2022-10-09 00:00:00,8.0,4.0,9.0,6.0,8.0,7.88,374.39,1.0,8.0,7.0,7.0,8.0,5.0,8.0,1
2022-10-10 00:00:00,0.0,4.0,7.0,1.0,7.0,91.34,68.1,2.0,6.0,6.0,6.0,5.0,5.0,7.0,0
2022-10-11 00:00:00,10.0,10.0,4.0,5.0,2.0,95.1,55.31,7.0,2.0,6.0,6.0,3.0,6.0,5.0,0
2022-10-12 00:00:00,10.0,5.0,7.0,0.0,7.0,50.63,117.47,0.0,1.0,8.0,6.0,2.0,6.0,5.0,0
2022-10-13 00:00:00,10.0,10.0,8.0,6.0,6.0,53.14,203.56,5.0,2.0,5.0,6.0,3.0,6.0,6.0,0
2022-10-14 00:00:00,4.0,7.0,6.0,9.0,5.0,1.5,419.25,2.0,5.0,6.0,7.0,5.0,5.0,4.0,0
2022-10-15 00:00:00,4.0,4.0,8.0,4.0,4.0,114.21,414.55,5.0,1.0,7.0,7.0,4.0,5.0,5.0,0
2022-10-16 00:00:00,4.0,4.0,7.0,4.0,1.0,94.84,53.79,2.0,9.0,5.0,5.0,4.0,6.0,4.0,1
2022-10-17 00:00:00,8.0,4.0,1.0,9.0,2.0,68.53,37.28,10.0,3.0,5.0,7.0,3.0,3.0,3.0,1
2022-10-18 00:00:00,10.0,9.0,8.0,2.0,7.0,7.35,241.68,10.0,10.0,7.0,7.0,5.0,5.0,5.0,0
2022-10-19 00:00:00,2.0,6.0,10.0,5.0,10.0,13.18,199.62,8.0,3.0,7.0,6.0,7.0,6.0,5.0,0
2022-10-20 00:00:00,0.0,6.0,9.0,7.0,3.0,118.98,235.09,3.0,6.0,7.0,5.0,7.0,7.0,7.0,0
2022-10-21 00:00:00,6.0,5.0,5.0,7.0,5.0,1.49,473.31,3.0,8.0,5.0,7.0,6.0,4.0,6.0,0
2022-10-22 00:00:00,1.0,4.0,3.0,9.0,8.0,22.77,13.82,8.0,4.0,5.0,5.0,7.0,7.0,6.0,0
2022-10-23 00:00:00,8.0,6.0,10.0,7.0,8.0,12.04,143.77,4.0,2.0,4.0,7.0,8.0,7.0,6.0,0
2022-10-24 00:00:00,5.0,4.0,6.0,0.0,6.0,41.53,75.78,3.0,5.0,4.0,6.0,4.0,10.0,5.0,0
2022-10-25 00:00:00,3.0,9.0,8.0,8.0,5.0,27.5,472.13,7.0,7.0,3.0,4.0,7.0,8.0,5.0,0
2022-10-26 00:00:00,8.0,6.0,3.0,6.0,2.0,70.86,476.87,7.0,9.0,3.0,5.0,4.0,4.0,6.0,0
2022-10-27 00:00:00,7.0,6.0,3.0,8.0,9.0,50.27,308.02,7.0,6.0,6.0,7.0,6.0,4.0,7.0,0
2022-10-28 00:00:00,10.0,6.0,10.0,10.0,1.0,40.72,438.7,3.0,10.0,5.0,6.0,7.0,8.0,8.0,1
2022-10-29 00:00:00,3.0,6.0,9.0,5.0,2.0,30.15,262.09,1.0,5.0,7.0,5.0,6.0,5.0,6.0,0
2022-10-30 00:00:00,7.0,10.0,1.0,3.0,1.0,62.19,184.06,1.0,0.0,8.0,8.0,7.0,7.0,6.0,0
2022-10-31 00:00:00,2.0,7.0,3.0,3.0,4.0,24.78,53.99,4.0,10.0,5.0,6.0,7.0,8.0,7.0,0
2022-11-01 00:00:00,9.0,4.0,6.0,3.0,4.0,16.89,307.18,9.0,6.0,7.0,6.0,7.0,7.0,7.0,0
2022-11-02 00:00:00,3.0,7.0,10.0,10.0,5.0,80.88,3.01,1.0,6.0,6.0,6.0,6.0,6.0,6.0,0
2022-11-03 00:00:00,10.0,4.0,3.0,10.0,5.0,56.08,298.18,10.0,6.0,6.0,7.0,5.0,7.0,7.0,1
2022-11-04 00:00:00,4.0,3.0,9.0,6.0,8.0,5.98,38.83,10.0,7.0,6.0,6.0,7.0,7.0,6.0,0
2022-11-05 00:00:00,8.0,10.0,7.0,2.0,3.0,110.97,229.55,2.0,5.0,7.0,6.0,5.0,5.0,6.0,0
2022-11-06 00:00:00,6.0,9.0,7.0,3.0,6.0,101.14,376.17,8.0,6.0,8.0,6.0,5.0,7.0,8.0,0
2022-11-07 00:00:00,9.0,10.0,2.0,2.0,3.0,46.8,285.25,8.0,3.0,7.0,6.0,6.0,6.0,5.0,0
2022-11-08 00:00:00,8.0,6.0,7.0,3.0,2.0,78.65,137.45,10.0,6.0,6.0,6.0,3.0,7.0,7.0,0
2022-11-09 00:00:00,4.0,7.0,5.0,10.0,8.0,118.17,477.42,8.0,5.0,9.0,8.0,5.0,6.0,5.0,0
2022-11-10 00:00:00,3.0,4.0,6.0,8.0,2.0,118.79,102.52,6.0,8.0,6.0,7.0,4.0,4.0,5.0,1
2022-11-11 00:00:00,4.0,5.0,10.0,4.0,9.0,59.04,6.18,3.0,10.0,7.0,7.0,5.0,7.0,6.0,1
2022-11-12 00:00:00,6.0,8.0,3.0,2.0,8.0,31.86,163.32,0.0,2.0,9.0,7.0,3.0,4.0,5.0,0
2022-11-13 00:00:00,10.0,6.0,3.0,3.0,10.0,118.8,417.99,2.0,4.0,8.0,6.0,3.0,5.0,5.0,0
2022-11-14 00:00:00,9.0,8.0,6.0,9.0,4.0,114.1,470.99,7.0,9.0,5.0,7.0,6.0,7.0,7.0,0
2022-11-15 00:00:00,9.0,8.0,2.0,1.0,3.0,2.62,422.11,3.0,9.0,6.0,8.0,6.0,4.0,5.0,1
2022-11-16 00:00:00,0.0,4.0,3.0,2.0,6.0,100.4,419.27,9.0,9.0,7.0,7.0,4.0,6.0,8.0,0
2022-11-17 00:00:00,7.0,6.0,0.0,1.0,9.0,3.07,364.26,9.0,2.0,5.0,7.0,3.0,4.0,3.0,0
2022-11-18 00:00:00,8.0,8.0,3.0,8.0,9.0,98.66,275.09,1.0,0.0,7.0,7.0,2.0,4.0,3.0,0
2022-11-19 00:00:00,8.0,5.0,4.0,7.0,4.0,3.21,47.91,7.0,9.0,9.0,6.0,4.0,3.0,6.0,1
2022-11-20 00:00:00,10.0,9.0,6.0,10.0,10.0,40.6,95.49,6.0,1.0,8.0,6.0,5.0,2.0,6.0,0
2022-11-21 00:00:00,2.0,6.0,5.0,6.0,5.0,8.17,58.18,10.0,5.0,5.0,7.0,6.0,5.0,7.0,0
2022-11-22 00:00:00,7.0,4.0,9.0,5.0,9.0,103.42,230.28,9.0,1.0,6.0,7.0,5.0,5.0,4.0,1
2022-11-23 00:00:00,7.0,7.0,4.0,1.0,2.0,50.13,175.99,8.0,9.0,10.0,8.0,8.0,6.0,5.0,1
2022-11-24 00:00:00,2.0,10.0,2.0,2.0,2.0,16.52,88.63,1.0,0.0,6.0,7.0,6.0,7.0,5.0,0
2022-11-25 00:00:00,0.0,5.0,2.0,9.0,5.0,16.12,280.94,4.0,7.0,3.0,7.0,8.0,4.0,5.0,0
2022-11-26 00:00:00,10.0,9.0,8.0,4.0,2.0,95.83,35.17,5.0,2.0,4.0,7.0,8.0,5.0,3.0,0
2022-11-27 00:00:00,3.0,4.0,9.0,10.0,8.0,19.25,169.4,1.0,7.0,4.0,8.0,8.0,5.0,4.0,1
2022-11-28 00:00:00,4.0,9.0,4.0,3.0,5.0,12.58,124.97,1.0,2.0,5.0,5.0,6.0,5.0,4.0,0
2022-11-29 00:00:00,0.0,8.0,5.0,2.0,10.0,20.91,482.04,9.0,10.0,5.0,8.0,4.0,3.0,5.0,0
2022-11-30 00:00:00,5.0,4.0,10.0,4.0,2.0,51.25,298.02,3.0,10.0,4.0,6.0,6.0,6.0,6.0,1
2022-12-01 00:00:00,10.0,5.0,8.0,4.0,9.0,26.0,354.33,7.0,8.0,6.0,7.0,5.0,5.0,6.0,0
2022-12-02 00:00:00,7.0,8.0,8.0,7.0,2.0,42.16,202.98,10.0,10.0,6.0,8.0,4.0,7.0,8.0,1
2022-12-03 00:00:00,10.0,7.0,0.0,6.0,7.0,1.9,287.82,4.0,10.0,6.0,7.0,5.0,5.0,10.0,0
2022-12-04 00:00:00,8.0,8.0,2.0,0.0,8.0,86.93,354.65,7.0,4.0,6.0,7.0,3.0,5.0,8.0,0
2022-12-05 00:00:00,6.0,4.0,6.0,1.0,6.0,92.71,461.36,3.0,4.0,7.0,6.0,4.0,4.0,10.0,0
2022-12-06 00:00:00,9.0,9.0,2.0,4.0,7.0,7.31,95.82,3.0,9.0,9.0,7.0,5.0,7.0,7.0,0
2022-12-07 00:00:00,8.0,8.0,7.0,8.0,1.0,84.8,237.6,9.0,1.0,8.0,7.0,4.0,7.0,6.0,0
2022-12-08 00:00:00,3.0,9.0,10.0,0.0,4.0,87.77,171.57,7.0,0.0,7.0,8.0,5.0,4.0,7.0,0
2022-12-09 00:00:00,0.0,4.0,8.0,10.0,7.0,9.15,300.16,0.0,10.0,7.0,8.0,5.0,6.0,4.0,1
2022-12-10 00:00:00,8.0,7.0,2.0,3.0,1.0,111.83,86.95,8.0,8.0,8.0,8.0,3.0,6.0,4.0,0
2022-12-11 00:00:00,10.0,7.0,5.0,10.0,1.0,28.18,398.37,3.0,4.0,7.0,9.0,7.0,8.0,4.0,0
2022-12-12 00:00:00,8.0,6.0,8.0,2.0,6.0,38.63,349.94,10.0,7.0,5.0,9.0,6.0,7.0,4.0,1
2022-12-13 00:00:00,5.0,6.0,6.0,2.0,4.0,117.19,15.96,8.0,6.0,5.0,8.0,5.0,6.0,5.0,0
2022-12-14 00:00:00,3.0,4.0,5.0,7.0,3.0,64.38,138.83,8.0,4.0,5.0,8.0,5.0,7.0,6.0,1
2022-12-15 00:00:00,6.0,8.0,8.0,3.0,5.0,115.0,252.95,2.0,0.0,4.0,7.0,5.0,7.0,6.0,0
2022-12-16 00:00:00,6.0,6.0,4.0,6.0,9.0,20.19,276.69,3.0,9.0,5.0,6.0,5.0,7.0,7.0,0
2022-12-17 00:00:00,2.0,4.0,4.0,3.0,10.0,101.47,150.1,8.0,3.0,6.0,5.0,4.0,5.0,3.0,0
2022-12-18 00:00:00,1.0,8.0,5.0,7.0,10.0,23.14,344.7,2.0,6.0,5.0,6.0,6.0,5.0,5.0,0
2022-12-19 00:00:00,4.0,6.0,8.0,4.0,10.0,71.92,332.99,3.0,1.0,3.0,5.0,6.0,5.0,5.0,0
2022-12-20 00:00:00,4.0,3.0,4.0,10.0,3.0,58.59,139.14,8.0,7.0,4.0,5.0,4.0,5.0,5.0,1
2022-12-21 00:00:00,4.0,10.0,8.0,10.0,5.0,106.89,112.75,3.0,4.0,4.0,8.0,8.0,5.0,4.0,0
2022-12-22 00:00:00,2.0,10.0,8.0,10.0,10.0,117.41,66.81,10.0,9.0,1.0,5.0,7.0,5.0,7.0,0
2022-12-23 00:00:00,5.0,6.0,4.0,6.0,5.0,25.96,365.09,2.0,1.0,3.0,8.0,6.0,5.0,5.0,0
2022-12-24 00:00:00,9.0,4.0,9.0,9.0,9.0,8.26,178.15,6.0,8.0,3.0,7.0,9.0,8.0,5.0,1
2022-12-25 00:00:00,8.0,8.0,10.0,3.0,10.0,19.14,123.68,5.0,1.0,4.0,8.0,9.0,6.0,4.0,0
2022-12-26 00:00:00,9.0,6.0,7.0,5.0,4.0,55.4,395.7,0.0,1.0,4.0,7.0,7.0,6.0,4.0,0
2022-12-27 00:00:00,7.0,5.0,3.0,1.0,1.0,97.89,311.88,9.0,2.0,6.0,6.0,8.0,8.0,5.0,0
2022-12-28 00:00:00,10.0,6.0,7.0,10.0,10.0,35.36,309.86,7.0,2.0,7.0,7.0,7.0,6.0,4.0,0
2022-12-29 00:00:00,9.0,7.0,0.0,6.0,5.0,105.05,337.11,0.0,5.0,10.0,6.0,8.0,5.0,1.0,0
2022-12-30 00:00:00,3.0,7.0,3.0,8.0,0.0,35.25,361.84,3.0,1.0,7.0,5.0,7.0,6.0,3.0,0
2022-12-31 00:00:00,8.0,6.0,9.0,8.0,6.0,117.24,411.11,6.0,4.0,9.0,7.0,6.0,5.0,1.0,0
2023-01-01 00:00:00,3.0,7.0,1.0,9.0,10.0,71.95,357.02,5.0,1.0,7.0,8.0,8.0,9.0,4.0,0
2023-01-02 00:00:00,3.0,10.0,3.0,10.0,10.0,21.41,231.96,6.0,4.0,7.0,8.0,7.0,2.0,3.0,0
2023-01-03 00:00:00,5.0,5.0,2.0,8.0,7.0,0.17,427.01,10.0,6.0,5.0,9.0,9.0,4.0,3.0,0
2023-01-04 00:00:00,5.0,8.0,9.0,6.0,1.0,68.23,146.02,4.0,9.0,5.0,6.0,8.0,5.0,4.0,1
2023-01-05 00:00:00,7.0,10.0,0.0,8.0,10.0,71.76,429.32,4.0,10.0,5.0,6.0,10.0,2.0,5.0,0
2023-01-06 00:00:00,6.0,6.0,9.0,7.0,4.0,36.04,110.48,3.0,0.0,4.0,7.0,8.0,5.0,4.0,0
2023-01-07 00:00:00,3.0,6.0,5.0,9.0,9.0,101.13,361.67,5.0,6.0,6.0,7.0,9.0,3.0,5.0,0
2023-01-08 00:00:00,6.0,7.0,1.0,3.0,1.0,81.94,356.96,5.0,7.0,4.0,6.0,10.0,4.0,7.0,0
2023-01-09 00:00:00,2.0,7.0,4.0,4.0,9.0,71.28,237.3,9.0,4.0,5.0,8.0,6.0,5.0,5.0,0
2023-01-10 00:00:00,6.0,8.0,10.0,4.0,8.0,105.34,1.67,9.0,6.0,6.0,8.0,5.0,5.0,5.0,0
2023-01-11 00:00:00,3.0,6.0,2.0,10.0,5.0,106.48,209.63,0.0,0.0,5.0,7.0,6.0,3.0,6.0,0
2023-01-12 00:00:00,10.0,10.0,7.0,5.0,6.0,94.89,402.92,8.0,4.0,5.0,9.0,6.0,6.0,3.0,0
2023-01-13 00:00:00,8.0,4.0,2.0,3.0,7.0,12.04,24.52,8.0,8.0,6.0,8.0,7.0,5.0,5.0,0
2023-01-14 00:00:00,7.0,3.0,3.0,9.0,4.0,83.07,330.62,6.0,9.0,8.0,6.0,4.0,5.0,7.0,1
2023-01-15 00:00:00,8.0,7.0,10.0,7.0,6.0,99.14,183.33,8.0,8.0,6.0,8.0,5.0,4.0,6.0,0
2023-01-16 00:00:00,4.0,5.0,7.0,10.0,6.0,42.38,463.73,2.0,4.0,5.0,5.0,7.0,9.0,6.0,0
2023-01-17 00:00:00,9.0,5.0,5.0,9.0,6.0,107.03,59.94,9.0,1.0,6.0,5.0,5.0,7.0,3.0,1
2023-01-18 00:00:00,7.0,5.0,4.0,5.0,6.0,36.12,121.71,3.0,1.0,8.0,6.0,4.0,5.0,5.0,0
2023-01-19 00:00:00,10.0,5.0,6.0,3.0,2.0,93.21,496.11,6.0,5.0,9.0,5.0,6.0,5.0,4.0,1
2023-01-20 00:00:00,7.0,3.0,5.0,2.0,5.0,72.75,54.2,5.0,5.0,10.0,5.0,4.0,7.0,3.0,0
2023-01-21 00:00:00,2.0,9.0,9.0,2.0,3.0,94.08,162.41,1.0,5.0,7.0,6.0,4.0,8.0,5.0,0
2023-01-22 00:00:00,1.0,4.0,9.0,4.0,7.0,24.83,461.12,1.0,6.0,4.0,6.0,4.0,8.0,5.0,0
2023-01-23 00:00:00,9.0,8.0,4.0,3.0,4.0,92.05,186.25,9.0,10.0,5.0,5.0,4.0,5.0,7.0,0
2023-01-24 00:00:00,10.0,8.0,6.0,5.0,1.0,86.97,38.08,6.0,7.0,5.0,6.0,2.0,7.0,5.0,1
2023-01-25 00:00:00,4.0,10.0,10.0,10.0,6.0,102.36,183.96,8.0,9.0,5.0,6.0,4.0,10.0,7.0,1
2023-01-26 00:00:00,9.0,3.0,1.0,5.0,6.0,20.09,82.19,10.0,4.0,4.0,9.0,6.0,7.0,7.0,0
2023-01-27 00:00:00,3.0,9.0,9.0,5.0,7.0,40.49,193.73,8.0,10.0,6.0,6.0,5.0,5.0,6.0,0
2023-01-28 00:00:00,7.0,7.0,8.0,5.0,7.0,71.94,33.72,6.0,2.0,5.0,7.0,5.0,6.0,6.0,0
2023-01-29 00:00:00,5.0,8.0,5.0,9.0,3.0,41.18,111.89,10.0,2.0,9.0,6.0,5.0,6.0,6.0,0
2023-01-30 00:00:00,6.0,8.0,4.0,10.0,6.0,40.75,423.97,7.0,5.0,7.0,5.0,7.0,5.0,7.0,0
2023-01-31 00:00:00,8.0,9.0,3.0,2.0,10.0,1.07,405.15,9.0,1.0,7.0,6.0,6.0,6.0,5.0,0
2023-02-01 00:00:00,5.0,5.0,8.0,9.0,2.0,67.63,228.52,2.0,8.0,5.0,8.0,7.0,6.0,5.0,1
2023-02-02 00:00:00,1.0,9.0,3.0,3.0,9.0,7.18,281.52,0.0,4.0,4.0,9.0,7.0,5.0,5.0,0
2023-02-03 00:00:00,2.0,7.0,10.0,5.0,2.0,94.61,403.71,6.0,4.0,5.0,7.0,5.0,6.0,4.0,0
2023-02-04 00:00:00,10.0,8.0,7.0,2.0,3.0,59.98,424.63,7.0,7.0,4.0,8.0,5.0,7.0,4.0,0
2023-02-05 00:00:00,8.0,10.0,4.0,3.0,10.0,13.24,285.41,1.0,7.0,8.0,9.0,3.0,6.0,4.0,0
2023-02-06 00:00:00,6.0,5.0,8.0,5.0,2.0,112.03,153.73,8.0,9.0,6.0,6.0,4.0,4.0,5.0,1
2023-02-07 00:00:00,8.0,10.0,10.0,0.0,8.0,76.06,164.13,3.0,0.0,4.0,8.0,4.0,6.0,5.0,0
2023-02-08 00:00:00,9.0,4.0,10.0,10.0,1.0,20.01,448.67,9.0,2.0,7.0,9.0,4.0,7.0,7.0,1
2023-02-09 00:00:00,5.0,3.0,4.0,8.0,5.0,22.92,180.82,10.0,9.0,8.0,5.0,3.0,6.0,6.0,0
2023-02-10 00:00:00,2.0,4.0,2.0,3.0,1.0,48.7,237.88,8.0,10.0,7.0,5.0,5.0,5.0,8.0,1
2023-02-11 00:00:00,0.0,6.0,2.0,4.0,5.0,81.13,136.25,2.0,1.0,6.0,6.0,5.0,4.0,6.0,0
2023-02-12 00:00:00,10.0,8.0,6.0,7.0,8.0,44.25,337.91,7.0,8.0,5.0,6.0,7.0,9.0,6.0,1
2023-02-13 00:00:00,3.0,3.0,6.0,3.0,8.0,62.84,424.35,10.0,7.0,4.0,3.0,5.0,5.0,6.0,0
2023-02-14 00:00:00,7.0,3.0,2.0,6.0,8.0,63.04,418.47,1.0,1.0,4.0,2.0,6.0,6.0,5.0,0
2023-02-15 00:00:00,2.0,9.0,5.0,4.0,2.0,102.84,265.05,2.0,7.0,6.0,3.0,5.0,6.0,9.0,0
2023-02-16 00:00:00,2.0,9.0,9.0,9.0,8.0,24.77,185.93,0.0,4.0,4.0,4.0,5.0,6.0,4.0,0
2023-02-17 00:00:00,1.0,8.0,4.0,7.0,5.0,31.02,38.78,4.0,7.0,2.0,8.0,7.0,6.0,7.0,0
2023-02-18 00:00:00,4.0,9.0,7.0,5.0,1.0,106.72,309.31,3.0,9.0,6.0,7.0,5.0,6.0,6.0,1
2023-02-19 00:00:00,1.0,8.0,3.0,3.0,7.0,55.98,492.34,0.0,5.0,2.0,8.0,5.0,5.0,7.0,0
2023-02-20 00:00:00,8.0,4.0,2.0,10.0,7.0,118.41,165.61,9.0,7.0,3.0,7.0,7.0,6.0,5.0,1
2023-02-21 00:00:00,2.0,6.0,8.0,2.0,5.0,119.45,389.83,8.0,8.0,4.0,8.0,8.0,6.0,5.0,0
2023-02-22 00:00:00,1.0,8.0,5.0,3.0,1.0,51.94,259.32,6.0,6.0,2.0,8.0,5.0,6.0,8.0,0
2023-02-23 00:00:00,1.0,5.0,9.0,3.0,2.0,31.77,141.84,5.0,0.0,4.0,7.0,4.0,6.0,5.0,0
2023-02-24 00:00:00,2.0,8.0,1.0,7.0,6.0,50.92,203.24,10.0,4.0,5.0,10.0,4.0,5.0,3.0,0
2023-02-25 00:00:00,7.0,4.0,4.0,7.0,10.0,94.16,175.16,1.0,10.0,2.0,6.0,3.0,7.0,6.0,0
2023-02-26 00:00:00,7.0,6.0,6.0,1.0,7.0,17.14,261.13,6.0,4.0,5.0,5.0,4.0,4.0,5.0,0
2023-02-27 00:00:00,6.0,7.0,6.0,3.0,10.0,34.02,250.79,8.0,10.0,4.0,7.0,6.0,7.0,6.0,0
2023-02-28 00:00:00,2.0,8.0,5.0,6.0,10.0,11.12,327.74,5.0,0.0,4.0,7.0,5.0,5.0,5.0,0
2023-03-01 00:00:00,1.0,7.0,2.0,9.0,1.0,50.2,418.26,10.0,4.0,3.0,4.0,4.0,8.0,4.0,0
2023-03-02 00:00:00,2.0,8.0,6.0,6.0,9.0,88.12,198.98,7.0,6.0,2.0,6.0,6.0,6.0,4.0,0
2023-03-03 00:00:00,0.0,3.0,4.0,6.0,4.0,107.33,197.82,4.0,6.0,1.0,6.0,5.0,4.0,4.0,0
2023-03-04 00:00:00,4.0,4.0,9.0,7.0,5.0,94.38,195.2,1.0,7.0,4.0,7.0,6.0,6.0,5.0,1
2023-03-05 00:00:00,9.0,10.0,1.0,7.0,2.0,9.42,313.12,3.0,7.0,5.0,6.0,5.0,6.0,4.0,1
2023-03-06 00:00:00,6.0,8.0,10.0,3.0,10.0,110.28,75.69,0.0,9.0,5.0,7.0,7.0,5.0,6.0,0
2023-03-07 00:00:00,7.0,3.0,5.0,1.0,8.0,51.46,18.15,0.0,1.0,6.0,6.0,5.0,4.0,7.0,0
2023-03-08 00:00:00,4.0,9.0,2.0,8.0,2.0,32.59,61.25,5.0,7.0,4.0,5.0,7.0,4.0,5.0,0
2023-03-09 00:00:00,7.0,4.0,4.0,3.0,3.0,113.92,326.2,1.0,9.0,7.0,6.0,6.0,5.0,8.0,1
2023-03-10 00:00:00,8.0,6.0,2.0,1.0,9.0,65.96,393.1,5.0,5.0,4.0,8.0,3.0,3.0,8.0,0
2023-03-11 00:00:00,2.0,4.0,7.0,8.0,2.0,109.01,279.89,0.0,3.0,8.0,7.0,3.0,5.0,5.0,1
